# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC02340	gntT	gntT	gntT;	gntTp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9045817 
RDBECOLITUC02341	gntT	gntT	gntT;	gntTp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9045817 
RDBECOLITUC02342	asnB	asnB	asnB;	asnBp	[COMP-AINF:W]		W	 
RDBECOLITUC02343	lon	clpX-lon	lon;	lonp	[EXP-IEP:W][COMP-AINF:W]		W	16818608;35456749 
RDBECOLITUC02344	gntP	gntP	gntP;	gntPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8550444 
RDBECOLITUC02345	gntXY	gntXY	nfuA;yhgH;	gntXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9871335 
RDBECOLITUC02346	yggN	yggN	yggN;	yggNp2b			None	 
RDBECOLITUC02347	ibpB	ibpAB	ibpB;	ibpBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11374870;32385082 
RDBECOLITUC02348	groSL	groSL	groL;groS;	groSp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	13129951;2563997;6155374;8674965;32385082;16952953 
RDBECOLITUC02349	uxaCA	uxaCA	uxaA;uxaC;	uxaCp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W]		W	6282811;6309752;783117 
RDBECOLITUC02350	uxuR	uxuR	uxuR;	uxuRp	[EXP-IEP:W][EXP-IMP:W]		W	6450743 
RDBECOLITUC02351	metA	metA	metA;	metAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7868613 
RDBECOLITUC02352	yjaB	yjaB	yjaB;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9311119 
RDBECOLITUC02353	uidABC	uidABC	uidC;uidB;uidA;	uidAp			None	6276362;9278503 
RDBECOLITUC02354	uidR	uidR	uidR;	uidRp	[EXP-IEP:W][EXP-IMP:W]		W	6276362 
RDBECOLITUC02355	gnd-gndA	gnd-gndA	gndA;gnd;	gndp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6329905;30810277;23274360;21272324;31964733 
RDBECOLITUC02356	fusA-tufA	rpsLG-fusA-tufA	tufA;fusA;	fusAp	[IC:W]		W	12754220 
RDBECOLITUC02357	ulaABCDEF	ulaABCDEF	ulaF;ulaE;ulaD;ulaC;ulaB;ulaA;	ulaAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	11741871;12374842 
RDBECOLITUC02358	ulaG	ulaG	ulaG;	ulaGp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12374842;14996803 
RDBECOLITUC02359	pdxB-usg-truA-dedA	pdxB-usg-truA-dedA	dedA;truA;usg;pdxB;	pdxBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11844765;2681152;3029016;3029017 
RDBECOLITUC02360	usg-truA-dedA	pdxB-usg-truA-dedA	dedA;truA;usg;	usgp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	3029016 
RDBECOLITUC02361	flk	flk	flk;	flKp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2681152 
RDBECOLITUC02362	rsmA-apaGH	surA-pdxA-rsmA-apaGH	apaH;apaG;rsmA;	rsmAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2670894 
RDBECOLITUC02363	pdxA-rsmA-apaGH	surA-pdxA-rsmA-apaGH	apaH;apaG;rsmA;pdxA;	pdxAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	11844765 
RDBECOLITUC02364	apaGH	surA-pdxA-rsmA-apaGH	apaH;apaG;	apaGp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3031429 
RDBECOLITUC02365	pdxA-rsmA	surA-pdxA-rsmA-apaGH	rsmA;pdxA;	pdxAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11844765 
RDBECOLITUC02366	ccmABCDEFGH	napFDAGHBC-ccmABCDEFGH	ccmH;ccmG;ccmF;ccmE;ccmD;ccmC;ccmB;ccmA;	ccmAp			None	 
RDBECOLITUC02367	fadIJ	fadIJ	fadJ;fadI;	fadIp			None	12535077 
RDBECOLITUC02368	ydiQRST-fadK	ydiQRST-fadK	fadK;ydiT;ydiS;ydiR;ydiQ;				None	12535077 
RDBECOLITUC02369	osmF-yehYXW	osmF-yehYXW	yehW;yehX;yehY;osmF;	osmFp1	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	15251200 
RDBECOLITUC02370	malZ	malZ	malZ;	malZp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1918057 
RDBECOLITUC02371	aes	aes	aes;	aesp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9401025 
RDBECOLITUC02372	ynfEFGH-dmsD	ynfEFGH-dmsD	dmsD;ynfH;ynfG;ynfF;ynfE;	ynfEp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	14522592 
RDBECOLITUC02373	argG	argG	argG;	argGp	[COMP-AINF-SINGLE-DIRECTON:W]		W	32211022;28644990 
RDBECOLITUC02374	yicR-rpmBG-mutM	yicR-rpmBG-mutM	mutM;rpmG;rpmB;yicR;	yicRp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10400579;12754220 
RDBECOLITUC02375	mutM	yicR-rpmBG-mutM	mutM;	mutMp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10400579 
RDBECOLITUC02376	rpmBG-mutM	yicR-rpmBG-mutM	mutM;rpmG;rpmB;	rpmBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10400579;12754220 
RDBECOLITUC02377	mutY-yggX-mltC-nupG	mutY-yggX-mltC-nupG	nupG;mltC;yggX;mutY;	mutYp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10400579 
RDBECOLITUC02378	mutY-yggX-mltC-nupG	mutY-yggX-mltC-nupG	nupG;mltC;yggX;mutY;	mutYp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10400579 
RDBECOLITUC02379	yggX-mltC-nupG	mutY-yggX-mltC-nupG	nupG;mltC;yggX;	yggXp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10400579 
RDBECOLITUC02380	mutY-yggX	mutY-yggX-mltC-nupG	yggX;mutY;	mutYp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579 
RDBECOLITUC02381	mutY-yggX-mltC	mutY-yggX-mltC-nupG	mltC;yggX;mutY;	mutYp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579 
RDBECOLITUC02382	yggX	mutY-yggX-mltC-nupG	yggX;	yggXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579 
RDBECOLITUC02383	yggX-mltC	mutY-yggX-mltC-nupG	mltC;yggX;	yggXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579 
RDBECOLITUC02384	yicR-rpmBG	yicR-rpmBG-mutM	rpmG;rpmB;yicR;	yicRp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579;12754220 
RDBECOLITUC02385	arcB	arcB	arcB;	arcBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	12581159;15988767;31964733 
RDBECOLITUC02386	mcrBC	mcrBC	mcrC;mcrB;		[EXP-IMP-POLAR-MUTATION:S]		S	1316864 
RDBECOLITUC02387	gadEF-mdtEF	gadEF-mdtEF	gadF;mdtF;mdtE;gadE;	gadEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	16885453;17426813;17660422;22056927;23874328;18297445;23274360;15686558;33072717 
RDBECOLITUC02388	pspG	pspG	pspH;pspG;	pspGp	[COMP-AINF-SINGLE-DIRECTON:W]		W	15485810;28644990 
RDBECOLITUC02389	gadY	gadY	gadY;	gadYp	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S]	S	15466020;18808381;21571995;31540875 
RDBECOLITUC02390	mutY-yggX	mutY-yggX-mltC-nupG	yggX;mutY;	mutYp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579 
RDBECOLITUC02391	mutY-yggX-mltC	mutY-yggX-mltC-nupG	mltC;yggX;mutY;	mutYp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10400579 
RDBECOLITUC02392	menBCE	menFD-yfbB-menBCE	menE;menC;menB;				None	1629162 
RDBECOLITUC02393	ubiEJB	ubiEJB	ubiB;ubiJ;ubiE;		[EXP-IMP-POLAR-MUTATION:S]		S	10960098;31964733 
RDBECOLITUC02394	glnAZ	glnAZLG	glnZ;glnA;	glnAp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2865194;32571968 
RDBECOLITUC02395	glnAZ	glnAZLG	glnZ;glnA;	glnAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2865194;2871943;271609;3304660;32571968 
RDBECOLITUC02396	cytR	cytR	cytR;	cytRp	[COMP-AINF:W]		W	20000490;9466254;1962841;2162467;1715855;12391883;1649947;2170326;1328649;9155036;10347150;10766824;8969182;1327747 
RDBECOLITUC02397	serC	serC-aroA	serC;	serCp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9171388 
RDBECOLITUC02398	ugpBAECQ	ugpBAECQ	ugpQ;ugpC;ugpE;ugpA;ugpB;	ugpBp1	[IC:W]		W	3062310;23274360;34220787;31964733 
RDBECOLITUC02399	ugpBAECQ	ugpBAECQ	ugpQ;ugpC;ugpE;ugpA;ugpB;	ugpBp2	[IC:W]		W	3062310;34220787;31964733 
RDBECOLITUC02400	plsX-fabHDG	rpmF-plsX-fabHDG	fabG;fabD;fabH;plsX;	plsXp	[EXP-IMP-POLAR-MUTATION:S]		S	9642179;8649995;2477362 
RDBECOLITUC02401	yidQ	yidQ	yidQ;	yidQp			None	 
RDBECOLITUC02402	aspA-dcuA	aspA-dcuA	dcuA;aspA;	aspAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15995204;9852003 
RDBECOLITUC02403	entS	entS	entS;	entSp1			None	 
RDBECOLITUC02404	entS	entS	entS;	entSp2			None	 
RDBECOLITUC02405	gcvB	gcvB	gcvB;	gcvBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10972807;11448770;31540875;31063124 
RDBECOLITUC02406	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	pnp;rpsO;truB;rbfA;infB;nusA;rimP;metY;	metYp1	[EXP-IMP-POLAR-MUTATION:S]		S	2849753;2990900 
RDBECOLITUC02407	tisB	tisB	tisB;	tisBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10760155;15620655 
RDBECOLITUC02408	btuB-murI	btuB-murI	murI;btuB;	btuBp	[COMP-AINF:W]		W	 
RDBECOLITUC02409	dinG-ybiB	dinG-ybiB	ybiB;dinG;	dinGp	[EXP-IEP:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20718955;26063803 
RDBECOLITUC02410	dolP	dolP	dolP;	dolPp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC02411	ytfJ	ytfJ	ytfJ;	ytfJp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC02412	ybhK	ybhK	ybhK;		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC02413	folA	folA	folA;	folAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3031429;17557822 
RDBECOLITUC02414	dapB	dapB	dapB;	dapBp1	[COMP-HINF:W][EXP-IDA-BOUNDARIES-DEFINED:W]		W	6094578 
RDBECOLITUC02415	lysP	lysP	lysP;	lysPp	[COMP-AINF:W]		W	21441513;21890697;9254708;18424527 
RDBECOLITUC02416	valS	holC-valS	valS;	valSp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3275659;31964733 
RDBECOLITUC02417	pyrF-yciH	yciSM-pyrF-yciH	yciH;pyrF;	pyrFp	[COMP-AINF:W]		W	 
RDBECOLITUC02418	pfkB	pfkB	pfkB;	pfkBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6235149;6310120;30810277;32571968 
RDBECOLITUC02419	gltX	gltX	gltX;	gltXp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9570400 
RDBECOLITUC02420	amn	amn	amn;	amnp1	[COMP-AINF:W]		W	 
RDBECOLITUC02421	rimL	rimL	rimL;	rimLp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2671655 
RDBECOLITUC02422	manA	manA	manA;	manAp	[COMP-HINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6328431;6397402 
RDBECOLITUC02423	pyrG-eno	pyrG-eno	eno;pyrG;	pyrGp1	[COMP-AINF:W]		W	31964733 
RDBECOLITUC02424	alaS	alaS	alaS;	alaSp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6264314;31964733 
RDBECOLITUC02425	pepD	pepD	pepD;	pepDp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1695895;31964733 
RDBECOLITUC02426	dapD	map-glnD-dapD	dapD;	dapDp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1644752;6094577 
RDBECOLITUC02427	pgi	pgi	pgi;	pgip	[COMP-AINF:W]		W	 
RDBECOLITUC02428	adk	adk	adk;	adkp	[COMP-AINF:W]		W	 
RDBECOLITUC02429	aspC	aspC	aspC;	aspCp	[COMP-AINF:W]		W	30810277;21272324 
RDBECOLITUC02430	bcp	bcp	bcp;	bcpp			None	 
RDBECOLITUC02431	blc	blc	blc;	blcp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7559452 
RDBECOLITUC02432	cdh	cdh	cdh;	cdhp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2995360 
RDBECOLITUC02433	cspD	cspD	cspD;	cspDp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9260955;24509317;31540875 
RDBECOLITUC02434	cysE	cysE	cysE;	cysEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3309158 
RDBECOLITUC02435	gcvR	gcvR	gcvR;	gcvRp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]		W	9537378 
RDBECOLITUC02436	glnS	glnS	glnS;	glnSp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6086662;6288695 
RDBECOLITUC02437	hemN	hemN	hemN;	hemNp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7768836 
RDBECOLITUC02438	hisS	hisS	hisS;	hisSp			None	2991272 
RDBECOLITUC02439	katE	katE	katE;	katEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1987146;3045091;9199247;12589799;32385082 
RDBECOLITUC02440	lacI	mhpR-lacI	lacI;	lacIp			None	22253602 
RDBECOLITUC02441	lpp	lpp	lpp;	lpp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	391404 
RDBECOLITUC02442	ppc	ppc	ppc;	ppcp	[COMP-AINF:W]		W	23274360 
RDBECOLITUC02443	rep	rep	rep;	repp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2999067 
RDBECOLITUC02444	rplKAJL-rpoBC	rplKAJL-rpoBC	rpoC;rpoB;rplL;rplJ;rplA;rplK;	rplKp	[EXP-IMP-POLAR-MUTATION:S]		S	1825852;6325390;377281;31964733 
RDBECOLITUC02445	sbcB	sbcB	sbcB;	sbcBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3539937 
RDBECOLITUC02446	serB-radA	radA-nadR	radA;serB;	serBp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	1327967 
RDBECOLITUC02447	ung	ung	ung;	ungp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2836397 
RDBECOLITUC02448	gltX	gltX	gltX;	gltXp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9570400 
RDBECOLITUC02449	gltX	gltX	gltX;	gltXp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9570400 
RDBECOLITUC02450	lysC	lysC	lysC;	lysCp1	[COMP-AINF:W]		W	18502871 
RDBECOLITUC02451	lysC	lysC	lysC;	lysCp2	[COMP-AINF:W]		W	18502871 
RDBECOLITUC02452	pabA	yhfG-fic-pabA	pabA;	pabAp			None	 
RDBECOLITUC02453	pepD	pepD	pepD;	pepDp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1695895;31964733 
RDBECOLITUC02454	pyrG-eno	pyrG-eno	eno;pyrG;	pyrGp2	[COMP-AINF:W]		W	31964733 
RDBECOLITUC02455	uvrC	uvrYC	uvrC;	uvrCp3			None	 
RDBECOLITUC02456	proS	proS	proS;	proSp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1688424 
RDBECOLITUC02457	ssb	ssb	ssb;	ssbp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2991853 
RDBECOLITUC02458	ssb	ssb	ssb;	ssbp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2991853;36142827 
RDBECOLITUC02459	ansB	ansB	ansB;	ansBp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2407723 
RDBECOLITUC02460	kbaZ-agaVWA	kbaZ-agaVWA	agaA;agaW;agaV;kbaZ;	kbaZp	[EXP-IEP-COREGULATION:W]		W	10931310 
RDBECOLITUC02461	agaR	agaR	agaR;	agaRp	[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC02462	agaSYBCDI	agaSYBCDI	agaI;agaD;agaC;agaB;kbaY;agaS;	agaSp	[EXP-IEP-COREGULATION:W]		W	10931310 
RDBECOLITUC02463	ppiD	ppiD	ppiD;	ppiDp1	[COMP-AINF:W]		W	 
RDBECOLITUC02464	ppiD	ppiD	ppiD;	ppiDp2	[COMP-AINF:W]		W	 
RDBECOLITUC02465	tesA-ybbO	tesA-ybbO	ybbO;tesA;	tesAp	[COMP-AINF:W]		W	 
RDBECOLITUC02466	speB	speAB	speB;	speBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2153656 
RDBECOLITUC02467	pheMST-ihfA	thrS-infC-rpmI-rplT-pheMST-ihfA	ihfA;pheM;pheT;pheS;	pheMp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	2991205;3158742;3162032;6096210;6317865;6317866;6426518 
RDBECOLITUC02468	ssuEADCB	ssuEADCB	ssuB;ssuC;ssuD;ssuA;ssuE;	ssuEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10506196 
RDBECOLITUC02469	ytjB-lplA	ytjB-lplA	lplA;ytjB;	ytjBp	[COMP-AINF:W]		W	31964733 
RDBECOLITUC02470	tyrP	tyrP	tyrP;	tyrPp2	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	[AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S]	S	3525516 
RDBECOLITUC02471	aceEF	pdhR-aceEF-lpdA	aceF;aceE;	aceEp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3897791;33417680 
RDBECOLITUC02472	atpBEFHAGDC	atpIBEFHAGDC	atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;	atpBp1	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	35831865;6193097;6318052;21272324;12754220;22960566;12860393;23274360 
RDBECOLITUC02473	atpBEFHAGDC	atpIBEFHAGDC	atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;	atpBp2	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	35831865;6193097;6318052;23274360;12860393;21272324;12754220 
RDBECOLITUC02474	deoBD	deoCABD	deoD;deoB;	deoBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6087276;31964733 
RDBECOLITUC02475	dnaQ	dnaQ	dnaQ;	dnaQp1			None	2987244 
RDBECOLITUC02476	dnaQ	dnaQ	dnaQ;	dnaQp2			None	2987244 
RDBECOLITUC02477	glnHPQ	glnHPQ	glnQ;glnP;glnH;	glnHp1			None	3550701 
RDBECOLITUC02478	hisBHAFI	hisLGDCBHAFI	hisI;hisF;hisA;hisH;hisB;	hisBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6309747;32385082 
RDBECOLITUC02479	ilvA	ilvLXG_1G_2MEDA	ilvA;	ilvAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2473940 
RDBECOLITUC02480	umpH	nagBACD	umpH;	umpHp			None	2668691 
RDBECOLITUC02481	pheLA	pheLA	pheA;pheL;	pheLp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6396419;30810277 
RDBECOLITUC02482	pnp	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	pnp;	pnpp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3007765 
RDBECOLITUC02483	rplT	thrS-infC-rpmI-rplT-pheMST-ihfA	rplT;	rplTp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6317865 
RDBECOLITUC02484	rpsO-pnp	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	pnp;rpsO;	rpsOp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3007765 
RDBECOLITUC02485	ruvAB	ruvAB	ruvB;ruvA;	ruvAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2693946;2842314;3279394 
RDBECOLITUC02486	ptrA	ptrA-recBD	ptrA;	ptrAp			None	3308636;31992590 
RDBECOLITUC02487	rnhA	rnhA	rnhA;	rnhAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2987244 
RDBECOLITUC02488	uvrYC	uvrYC	uvrC;uvrY;	uvrYp2			None	3295776 
RDBECOLITUC02489	valS	holC-valS	valS;	valSp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3275659;31964733 
RDBECOLITUC02490	sdhDAB	sdhCDAB-sucABCD-sdhX	sdhB;sdhA;sdhD;	sdhDp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3309132;3897791;31992590 
RDBECOLITUC02491	cstA	cstA	cstA;	cstAp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1848300;34903045 
RDBECOLITUC02492	cstA	cstA	cstA;	cstAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1848300;34903045 
RDBECOLITUC02493	cstA	cstA	cstA;	cstAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1848300;34903045 
RDBECOLITUC02494	nanCM	nanCMS	nanM;nanC;	nanCp	[COMP-AINF:W]		W	 
RDBECOLITUC02495	ilvIH	ilvIH	ilvH;ilvI;	ilvIp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3881131;6308579;9278503 
RDBECOLITUC02496	ilvIH	ilvIH	ilvH;ilvI;	ilvIp4	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3881131;6308579;9278503 
RDBECOLITUC02497	ilvIH	ilvIH	ilvH;ilvI;	ilvIp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3881131;6308579;9278503;34228496 
RDBECOLITUC02498	carB	carAB	carB;	carBp			None	 
RDBECOLITUC02499	yhfG-fic-pabA	yhfG-fic-pabA	pabA;fic;yhfG;	yhfGp	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		S	2403545;34475859 
RDBECOLITUC02500	argE	argE	argE;	argEp2	[COMP-AINF:W]		W	 
RDBECOLITUC02501	talA-tktB	talA-tktB	tktB;talA;	talAp1	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	18532980 
RDBECOLITUC02502	rhoL-rho	rhoL-rho	rhoL;rho;	rhoLp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	2423505;6219230 
RDBECOLITUC02503	lepAB	lepAB	lepA;lepB;	lepAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2987248 
RDBECOLITUC02504	cspI	cspI	cspI;	cspIp1			None	22830299;25637299;34220787;32753505 
RDBECOLITUC02505	cspB	cspB	cspB;	cspBp			None	22830299;25637299;31540875;32753505 
RDBECOLITUC02506	cspG	cspG	cspG;				None	22830299;25637299;31540875 
RDBECOLITUC02507	cysG	nirBDC-cysG	cysG;	cysGp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2200673 
RDBECOLITUC02508	gcd	gcd	gcd;	gcdp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8419307;16377617 
