# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) sigmaFactor. Sigma Factor associated to 
##(10) tfsIds. transcription Factors ids that regulates the transcription Unit
##(11) tfsNames. transcription Factors names that regulates the transcription Unit
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)sigmaFactor	10)tfsIds	11)tfsNames 
RDBECOLITUC02462	agaSYBCDI	RDBECOLIOPC01448	agaSYBCDI	RDBECOLIGNC04433,RDBECOLIGNC04432,RDBECOLIGNC02378,RDBECOLIGNC02377,RDBECOLIGNC02376,RDBECOLIGNC04431	agaI;agaD;agaC;agaB;kbaY;agaS;	RDBECOLIPMC02822	agaSp	sigma70	RDBECOLITFC00005,RDBECOLITFC00005,RDBECOLITFC00005,RDBECOLITFC00005,RDBECOLITFC00005,RDBECOLITFC00005	AgaR,AgaR,AgaR,AgaR,AgaR,AgaR 
RDBECOLITUC02463	ppiD	RDBECOLIOPC03231	ppiD	RDBECOLIGNC03126	ppiD;	RDBECOLIPMC03819	ppiDp1	sigma32		 
RDBECOLITUC02464	ppiD	RDBECOLIOPC03231	ppiD	RDBECOLIGNC03126	ppiD;	RDBECOLIPMC03820	ppiDp2	sigma70	RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170	CpxR,CpxR,CpxR 
RDBECOLITUC02465	tesA-ybbO	RDBECOLIOPC01130	tesA-ybbO	RDBECOLIGNC03150,RDBECOLIGNC01495	ybbO;tesA;	RDBECOLIPMC03790	tesAp			 
RDBECOLITUC02466	speB	RDBECOLIOPC01071	speAB	RDBECOLIGNC00948	speB;	RDBECOLIPMC03644	speBp	sigma38		 
RDBECOLITUC02467	pheMST-ihfA	RDBECOLIOPC03527	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00433,RDBECOLIGNC01245,RDBECOLIGNC00701,RDBECOLIGNC00700	ihfA;pheM;pheT;pheS;	RDBECOLIPMC03599	pheMp			 
RDBECOLITUC02468	ssuEADCB	RDBECOLIOPC00776	ssuEADCB	RDBECOLIGNC02221,RDBECOLIGNC03345,RDBECOLIGNC03346,RDBECOLIGNC03347,RDBECOLIGNC03348	ssuB;ssuC;ssuD;ssuA;ssuE;	RDBECOLIPMC03900	ssuEp	sigma70	RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00070,RDBECOLITFC00128,RDBECOLITFC00211,RDBECOLITFC00152	IHF,IHF,Cbl,FNR,IHF,CysB 
RDBECOLITUC02469	ytjB-lplA	RDBECOLIOPC00010	ytjB-lplA	RDBECOLIGNC01727,RDBECOLIGNC00939	lplA;ytjB;	RDBECOLIPMC03716	ytjBp			 
RDBECOLITUC02470	tyrP	RDBECOLIOPC01393	tyrP	RDBECOLIGNC01029	tyrP;	RDBECOLIPMC03612	tyrPp2			 
RDBECOLITUC02471	aceEF	RDBECOLIOPC03350	pdhR-aceEF-lpdA	RDBECOLIGNC00022,RDBECOLIGNC00021	aceF;aceE;	RDBECOLIPMC03551	aceEp1	sigma70	RDBECOLITFC00038,RDBECOLITFC00098,RDBECOLITFC00128	NsrR,ArcA,FNR 
RDBECOLITUC02472	atpBEFHAGDC	RDBECOLIOPC03161	atpIBEFHAGDC	RDBECOLIGNC00096,RDBECOLIGNC00097,RDBECOLIGNC00100,RDBECOLIGNC00094,RDBECOLIGNC00101,RDBECOLIGNC00099,RDBECOLIGNC00098,RDBECOLIGNC00095	atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;	RDBECOLIPMC03681	atpBp1			 
RDBECOLITUC02473	atpBEFHAGDC	RDBECOLIOPC03161	atpIBEFHAGDC	RDBECOLIGNC00096,RDBECOLIGNC00097,RDBECOLIGNC00100,RDBECOLIGNC00094,RDBECOLIGNC00101,RDBECOLIGNC00099,RDBECOLIGNC00098,RDBECOLIGNC00095	atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;	RDBECOLIPMC03680	atpBp2			 
RDBECOLITUC02474	deoBD	RDBECOLIOPC03406	deoCABD	RDBECOLIGNC00216,RDBECOLIGNC00214	deoD;deoB;	RDBECOLIPMC03715	deoBp	sigma70		 
RDBECOLITUC02475	dnaQ	RDBECOLIOPC03120	dnaQ	RDBECOLIGNC00237	dnaQ;	RDBECOLIPMC03556	dnaQp1			 
RDBECOLITUC02476	dnaQ	RDBECOLIOPC03120	dnaQ	RDBECOLIGNC00237	dnaQ;	RDBECOLIPMC03557	dnaQp2			 
RDBECOLITUC02477	glnHPQ	RDBECOLIOPC03352	glnHPQ	RDBECOLIGNC00382,RDBECOLIGNC00381,RDBECOLIGNC00379	glnQ;glnP;glnH;	RDBECOLIPMC03577	glnHp1			 
RDBECOLITUC02478	hisBHAFI	RDBECOLIOPC03354	hisLGDCBHAFI	RDBECOLIGNC00444,RDBECOLIGNC00441,RDBECOLIGNC00437,RDBECOLIGNC00443,RDBECOLIGNC00438	hisI;hisF;hisA;hisH;hisB;	RDBECOLIPMC03617	hisBp	sigma70		 
RDBECOLITUC02479	ilvA	RDBECOLIOPC03463	ilvLXG_1G_2MEDA	RDBECOLIGNC00486	ilvA;	RDBECOLIPMC03686	ilvAp			 
RDBECOLITUC02480	umpH	RDBECOLIOPC03108	nagBACD	RDBECOLIGNC00626	umpH;	RDBECOLIPMC03571	umpHp			 
RDBECOLITUC02481	pheLA	RDBECOLIOPC01113	pheLA	RDBECOLIGNC00698,RDBECOLIGNC01244	pheA;pheL;	RDBECOLIPMC03634	pheLp	sigma70		 
RDBECOLITUC02482	pnp	RDBECOLIOPC03555	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00733	pnp;	RDBECOLIPMC03651	pnpp	sigma70		 
RDBECOLITUC02483	rplT	RDBECOLIOPC03527	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00871	rplT;	RDBECOLIPMC03600	rplTp		RDBECOLITFC00128	FNR 
RDBECOLITUC02484	rpsO-pnp	RDBECOLIOPC03555	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00733,RDBECOLIGNC00904	pnp;rpsO;	RDBECOLIPMC03652	rpsOp			 
RDBECOLITUC02485	ruvAB	RDBECOLIOPC03366	ruvAB	RDBECOLIGNC04713,RDBECOLIGNC04712	ruvB;ruvA;	RDBECOLIPMC03610	ruvAp2		RDBECOLITFC00214,RDBECOLITFC00214	LexA,LexA 
RDBECOLITUC02486	ptrA	RDBECOLIOPC01375	ptrA-recBD	RDBECOLIGNC00776	ptrA;	RDBECOLIPMC03643	ptrAp	sigma70	RDBECOLITFC00214	LexA 
RDBECOLITUC02487	rnhA	RDBECOLIOPC00479	rnhA	RDBECOLIGNC00850	rnhA;	RDBECOLIPMC03558	rnhAp			 
RDBECOLITUC02488	uvrYC	RDBECOLIOPC02149	uvrYC	RDBECOLIGNC01051,RDBECOLIGNC01123	uvrC;uvrY;	RDBECOLIPMC03614	uvrYp2	sigma70	RDBECOLITFC00214	LexA 
RDBECOLITUC02489	valS	RDBECOLIOPC02456	holC-valS	RDBECOLIGNC01055	valS;	RDBECOLIPMC03713	valSp2	sigma70		 
RDBECOLITUC02490	sdhDAB	RDBECOLIOPC03539	sdhCDAB-sucABCD-sdhX	RDBECOLIGNC00920,RDBECOLIGNC00919,RDBECOLIGNC00922	sdhB;sdhA;sdhD;	RDBECOLIPMC03575	sdhDp	sigma70	RDBECOLITFC00189	CRP 
RDBECOLITUC02491	cstA	RDBECOLIOPC02503	cstA	RDBECOLIGNC00163	cstA;	RDBECOLIPMC02824	cstAp3	sigma70		 
RDBECOLITUC02492	cstA	RDBECOLIOPC02503	cstA	RDBECOLIGNC00163	cstA;	RDBECOLIPMC02825	cstAp2	sigma70		 
RDBECOLITUC02493	cstA	RDBECOLIOPC02503	cstA	RDBECOLIGNC00163	cstA;	RDBECOLIPMC02826	cstAp1		RDBECOLITFC00189	CRP 
RDBECOLITUC02494	nanCM	RDBECOLIOPC02871	nanCMS	RDBECOLIGNC04658,RDBECOLIGNC04659	nanM;nanC;	RDBECOLIPMC02827	nanCp		RDBECOLITFC00189,RDBECOLITFC00027,RDBECOLITFC00027,RDBECOLITFC00154,RDBECOLITFC00154,RDBECOLITFC00154	CRP,NagC,NagC,NanR,NanR,NanR 
RDBECOLITUC02495	ilvIH	RDBECOLIOPC03389	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH;ilvI;	RDBECOLIPMC03548	ilvIp3	sigma70		 
RDBECOLITUC02496	ilvIH	RDBECOLIOPC03389	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH;ilvI;	RDBECOLIPMC03547	ilvIp4	sigma70		 
RDBECOLITUC02497	ilvIH	RDBECOLIOPC03389	ilvIH	RDBECOLIGNC00491,RDBECOLIGNC00492	ilvH;ilvI;	RDBECOLIPMC03549	ilvIp2		RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014	Lrp,Lrp,Lrp,Lrp,Lrp,Lrp 
RDBECOLITUC02498	carB	RDBECOLIOPC01858	carAB	RDBECOLIGNC00131	carB;	RDBECOLIPMC03545	carBp			 
RDBECOLITUC02499	yhfG-fic-pabA	RDBECOLIOPC01714	yhfG-fic-pabA	RDBECOLIGNC00674,RDBECOLIGNC00301,RDBECOLIGNC02237	pabA;fic;yhfG;	RDBECOLIPMC03660	yhfGp	sigma38		 
RDBECOLITUC02500	argE	RDBECOLIOPC01745	argE	RDBECOLIGNC01258	argE;	RDBECOLIPMC03701	argEp2			 
RDBECOLITUC02501	talA-tktB	RDBECOLIOPC02569	talA-tktB	RDBECOLIGNC02001,RDBECOLIGNC01728	tktB;talA;	RDBECOLIPMC02828	talAp1	sigma38	RDBECOLITFC00039	DksA 
RDBECOLITUC02502	rhoL-rho	RDBECOLIOPC01364	rhoL-rho	RDBECOLIGNC02279,RDBECOLIGNC00835	rhoL;rho;	RDBECOLIPMC03690	rhoLp			 
RDBECOLITUC02503	lepAB	RDBECOLIOPC00467	lepAB	RDBECOLIGNC00521,RDBECOLIGNC00522	lepA;lepB;	RDBECOLIPMC03631	lepAp			 
RDBECOLITUC02504	cspI	RDBECOLIOPC03316	cspI	RDBECOLIGNC03678	cspI;	RDBECOLIPMC02829	cspIp1		RDBECOLITFC00196,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	BasR,Fis,Fis,Fis,Fis,Fis,Fis 
RDBECOLITUC02505	cspB	RDBECOLIOPC01067	cspB	RDBECOLIGNC02086	cspB;	RDBECOLIPMC02830	cspBp	sigma70		 
RDBECOLITUC02506	cspG	RDBECOLIOPC00196	cspG	RDBECOLIGNC03380	cspG;					 
RDBECOLITUC02507	cysG	RDBECOLIOPC02187	nirBDC-cysG	RDBECOLIGNC00183	cysG;	RDBECOLIPMC02865	cysGp2			 
RDBECOLITUC02508	gcd	RDBECOLIOPC03037	gcd	RDBECOLIGNC00362	gcd;	RDBECOLIPMC00451	gcdp2			 
RDBECOLITUC02509	rpoBC	RDBECOLIOPC03193	rplKAJL-rpoBC	RDBECOLIGNC00885,RDBECOLIGNC00884	rpoC;rpoB;	RDBECOLIPMC03706	rpoBp			 
RDBECOLITUC02510	hcp-hcr	RDBECOLIOPC03513	poxB-ltaE-ybjT	RDBECOLIGNC03325,RDBECOLIGNC03326	hcr;hcp;	RDBECOLIPMC02832	hcpp1		RDBECOLITFC00216,RDBECOLITFC00085,RDBECOLITFC00009,RDBECOLITFC00085,RDBECOLITFC00009,RDBECOLITFC00128,RDBECOLITFC00038	OxyR,NarP,NarL,NarP,NarL,FNR,NsrR 
RDBECOLITUC02511	srlR	RDBECOLIOPC02975	srlAEBD-gutM-srlR-gutQ	RDBECOLIGNC00962	srlR;	RDBECOLIPMC03844	srlRp			 
RDBECOLITUC02512	uvrD	RDBECOLIOPC02056	uvrD	RDBECOLIGNC01052	uvrD;	RDBECOLIPMC03691	uvrDp2			 
RDBECOLITUC02513	uvrB	RDBECOLIOPC01941	uvrB	RDBECOLIGNC01050	uvrB;	RDBECOLIPMC03576	uvrBp3	sigma70	RDBECOLITFC00017,RDBECOLITFC00214,RDBECOLITFC00017,RDBECOLITFC00017	DnaA,LexA,DnaA,DnaA 
RDBECOLITUC02514	yzfA	RDBECOLIOPC00239	yzfA	RDBECOLIGNC01192	yzfA;	RDBECOLIPMC03710	yzfAp2			 
RDBECOLITUC02515	galP	RDBECOLIOPC01700	galP	RDBECOLIGNC02043	galP;	RDBECOLIPMC02833	galPp	sigma70	RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00033,RDBECOLITFC00027,RDBECOLITFC00189,RDBECOLITFC00033,RDBECOLITFC00033,RDBECOLITFC00088,RDBECOLITFC00088	GalR,GalS,GalR,GalS,GalR,GalS,GalR,GalS,NagC,CRP,GalS,GalS,GalR,GalR 
RDBECOLITUC02516	bdm-sra	RDBECOLIOPC02781	bdm-sra	RDBECOLIGNC01463,RDBECOLIGNC03630	sra;bdm;	RDBECOLIPMC02834	bdmp		RDBECOLITFC00042	RcsB 
RDBECOLITUC02517	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIOPC01878	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIGNC02741,RDBECOLIGNC01386,RDBECOLIGNC01389,RDBECOLIGNC01388,RDBECOLIGNC01321,RDBECOLIGNC01320,RDBECOLIGNC01319,RDBECOLIGNC01318,RDBECOLIGNC01310,RDBECOLIGNC01309,RDBECOLIGNC01311	rirA;waaU;waaZ;waaY;waaJ;waaO;waaB;waaS;waaP;waaG;waaQ;	RDBECOLIPMC02835	rirAp	sigma70		 
RDBECOLITUC02518	rfaQGPSBIJYZ-waaU	RDBECOLIOPC01878	rirA-rfaQGPSBIJYZ-waaU	RDBECOLIGNC01386,RDBECOLIGNC01389,RDBECOLIGNC01388,RDBECOLIGNC01321,RDBECOLIGNC01320,RDBECOLIGNC01319,RDBECOLIGNC01318,RDBECOLIGNC01310,RDBECOLIGNC01309,RDBECOLIGNC01311	waaU;waaZ;waaY;waaJ;waaO;waaB;waaS;waaP;waaG;waaQ;	RDBECOLIPMC02836	waaQp			 
RDBECOLITUC02519	waaA	RDBECOLIOPC02680	kdtA-coaD	RDBECOLIGNC00512	waaA;	RDBECOLIPMC02837	waaAp1	sigma70		 
RDBECOLITUC02520	waaA	RDBECOLIOPC02680	kdtA-coaD	RDBECOLIGNC00512	waaA;	RDBECOLIPMC02838	waaAp2	sigma70		 
RDBECOLITUC02521	istR-2	RDBECOLIOPC01349	istR-1	RDBECOLIGNC02566	istR;	RDBECOLIPMC02839	istR-2p	sigma70		 
RDBECOLITUC02522	istR-1	RDBECOLIOPC01349	istR-1	RDBECOLIGNC02566	istR;	RDBECOLIPMC02840	istR-1p	sigma70		 
RDBECOLITUC02523	hcaR-iroK	RDBECOLIOPC02107	hcaR-iroK	RDBECOLIGNC02718,RDBECOLIGNC04158	iroK;hcaR;	RDBECOLIPMC02841	hcaRp		RDBECOLITFC00092	HcaR 
RDBECOLITUC02524	hcaEFCBD	RDBECOLIOPC01059	hcaEFCBD	RDBECOLIGNC04161,RDBECOLIGNC04160,RDBECOLIGNC04159,RDBECOLIGNC04711,RDBECOLIGNC04705	hcaD;hcaB;hcaC;hcaF;hcaE;	RDBECOLIPMC02842	hcaEp		RDBECOLITFC00092	HcaR 
RDBECOLITUC02525	prpR	RDBECOLIOPC00184	prpR	RDBECOLIGNC03088	prpR;	RDBECOLIPMC02843	prpRp	sigma70	RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00202,RDBECOLITFC00189,RDBECOLITFC00064,RDBECOLITFC00064	AscG,AscG,AscG,AscG,AscG,PhoB,CRP,PrpR,PrpR 
RDBECOLITUC02526	moaBCDE	RDBECOLIOPC01740	moaABCDE	RDBECOLIGNC01545,RDBECOLIGNC01544,RDBECOLIGNC01607,RDBECOLIGNC01543	moaE;moaD;moaC;moaB;	RDBECOLIPMC02844	moaBp			 
RDBECOLITUC02527	yrdD-rimN-aroE-yrdB	RDBECOLIOPC00775	yrdD-rimN-aroE-yrdB	RDBECOLIGNC04490,RDBECOLIGNC00073,RDBECOLIGNC04491,RDBECOLIGNC04492	yrdB;aroE;tsaC;yrdD;					 
RDBECOLITUC02528	smf	RDBECOLIOPC02463	smf	RDBECOLIGNC01551	smf;	RDBECOLIPMC03014	smfp			 
RDBECOLITUC02529	kdgK	RDBECOLIOPC01391	kdgK	RDBECOLIGNC02130	kdgK;					 
RDBECOLITUC02530	mntH	RDBECOLIOPC00497	mntH	RDBECOLIGNC04083	mntH;	RDBECOLIPMC02845	mntHp	sigma70	RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00143,RDBECOLITFC00093	OxyR,OxyR,MntR,Fur 
RDBECOLITUC02531	rpiA	RDBECOLIOPC02038	rpiA	RDBECOLIGNC01406	rpiA;	RDBECOLIPMC02846	rpiAp			 
RDBECOLITUC02532	tktB	RDBECOLIOPC02569	talA-tktB	RDBECOLIGNC02001	tktB;	RDBECOLIPMC02847	tktBp	sigma38	RDBECOLITFC00202	PhoB 
RDBECOLITUC02533	ves	RDBECOLIOPC00222	ves	RDBECOLIGNC03789	ves;	RDBECOLIPMC02848	vesp	sigma28		 
RDBECOLITUC02534	agp	RDBECOLIOPC01677	agp	RDBECOLIGNC00030	agp;	RDBECOLIPMC02849	agpp		RDBECOLITFC00189	CRP 
RDBECOLITUC02535	glk	RDBECOLIOPC02638	glk	RDBECOLIGNC02421	glk;	RDBECOLIPMC02850	glkp4	sigma70	RDBECOLITFC00057	Cra 
RDBECOLITUC02536	galU	RDBECOLIOPC02526	galU	RDBECOLIGNC01289	galU;	RDBECOLIPMC02851	galUp			 
RDBECOLITUC02537	amyA	RDBECOLIOPC01335	amyA	RDBECOLIGNC01353	amyA;	RDBECOLIPMC02853	amyAp	sigma70		 
RDBECOLITUC02538	bglX	RDBECOLIOPC00445	bglX	RDBECOLIGNC01929	bglX;	RDBECOLIPMC02855	bglXp	sigma70		 
RDBECOLITUC02539	sthA	RDBECOLIOPC02088	sthA	RDBECOLIGNC01391	sthA;	RDBECOLIPMC02856	sthAp			 
RDBECOLITUC02540	evgLAS	RDBECOLIOPC01053	evgLAS	RDBECOLIGNC02829,RDBECOLIGNC01557,RDBECOLIGNC01556	evgL;evgS;evgA;	RDBECOLIPMC02858	evgLp2	sigma70	RDBECOLITFC00020,RDBECOLITFC00181	H-NS,EvgA 
RDBECOLITUC02541	evgLAS	RDBECOLIOPC01053	evgLAS	RDBECOLIGNC02829,RDBECOLIGNC01557,RDBECOLIGNC01556	evgL;evgS;evgA;	RDBECOLIPMC02859	evgLp1	sigma38	RDBECOLITFC00020,RDBECOLITFC00181	H-NS,EvgA 
RDBECOLITUC02542	polB	RDBECOLIOPC01727	polB	RDBECOLIGNC00737	polB;	RDBECOLIPMC02860	polBp	sigma70	RDBECOLITFC00214	LexA 
RDBECOLITUC02543	allA	RDBECOLIOPC00764	allA	RDBECOLIGNC03155	allA;	RDBECOLIPMC02862	allAp		RDBECOLITFC00184	AllR 
RDBECOLITUC02544	allS	RDBECOLIOPC02444	allS	RDBECOLIGNC03154	allS;	RDBECOLIPMC02863	allSp		RDBECOLITFC00184	AllR 
RDBECOLITUC02545	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	RDBECOLIOPC03436	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	RDBECOLIGNC03162,RDBECOLIGNC03161,RDBECOLIGNC03160,RDBECOLIGNC03159,RDBECOLIGNC03158,RDBECOLIGNC03157,RDBECOLIGNC01533	glxK;ybbY;allB;allW;glxR;hyi;gcl;	RDBECOLIPMC02864	gclp	sigma70	RDBECOLITFC00184	AllR 
RDBECOLITUC02546	allDC-ylbA	RDBECOLIOPC00482	allDC-ylbA	RDBECOLIGNC03163,RDBECOLIGNC03164,RDBECOLIGNC03165	allE;allC;allD;	RDBECOLIPMC02866	allDp	sigma70	RDBECOLITFC00205	AllS 
RDBECOLITUC02547	yhhY	RDBECOLIOPC02021	yhhY	RDBECOLIGNC04545	yhhY;	RDBECOLIPMC02867	yhhYp	sigma70	RDBECOLITFC00093	Fur 
RDBECOLITUC02548	nohA-stfQ-tfaQ	RDBECOLIOPC01008	nohA-stfQ-tfaQ	RDBECOLIGNC03673,RDBECOLIGNC03674,RDBECOLIGNC01579	tfaQ;stfQ;nohA;	RDBECOLIPMC02868	nohAp	sigma70	RDBECOLITFC00093,RDBECOLITFC00093	Fur,Fur 
RDBECOLITUC02549	fhuF	RDBECOLIOPC00377	fhuF	RDBECOLIGNC04684	fhuF;	RDBECOLIPMC02869	fhuFp1	sigma70	RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00216,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093	OxyR,OxyR,OxyR,OxyR,Fur,Fur,Fur,Fur 
RDBECOLITUC02550	otsBA	RDBECOLIOPC03121	otsBA	RDBECOLIGNC01688,RDBECOLIGNC01687	otsB;otsA;	RDBECOLIPMC02870	otsBp2	sigma38		 
RDBECOLITUC02551	ydeP	RDBECOLIOPC00712	ydeP	RDBECOLIGNC03645	ydeP;	RDBECOLIPMC03243	ydePp	sigma70	RDBECOLITFC00166,RDBECOLITFC00027,RDBECOLITFC00020,RDBECOLITFC00042,RDBECOLITFC00009,RDBECOLITFC00085,RDBECOLITFC00100,RDBECOLITFC00181	PhoP,NagC,H-NS,RcsB,NarL,NarP,UvrY,EvgA 
RDBECOLITUC02552	ydeO	RDBECOLIOPC02755	safA-ydeO	RDBECOLIGNC03643	ydeO;	RDBECOLIPMC03238	ydeOp	sigma32	RDBECOLITFC00020	H-NS 
RDBECOLITUC02553	yegRZ	RDBECOLIOPC01322	yegRZ	RDBECOLIGNC03962,RDBECOLIGNC03964	yegZ;yegR;	RDBECOLIPMC00266	yegRp	sigma70	RDBECOLITFC00181	EvgA 
RDBECOLITUC02554	frc	RDBECOLIOPC03522	yfdV	RDBECOLIGNC04067	frc;	RDBECOLIPMC03248	frcp	sigma70	RDBECOLITFC00181	EvgA 
RDBECOLITUC02555	yfdX	RDBECOLIOPC03522	yfdV	RDBECOLIGNC04064,RDBECOLIGNC04065,RDBECOLIGNC04066,RDBECOLIGNC04067,RDBECOLIGNC04068	yfdE;yfdV;oxc;frc;yfdX;	RDBECOLIPMC03249	yfdXp	sigma70	RDBECOLITFC00181,RDBECOLITFC00181	EvgA,EvgA 
RDBECOLITUC02556	yrbL	RDBECOLIOPC01045	yrbL	RDBECOLIGNC04461	yrbL;	RDBECOLIPMC02871	yrbLp		RDBECOLITFC00196,RDBECOLITFC00071,RDBECOLITFC00201,RDBECOLITFC00166	BasR,SoxR,SoxS,PhoP 
RDBECOLITUC02557	borD	RDBECOLIOPC00162	borD	RDBECOLIGNC03190	borD;	RDBECOLIPMC02872	borDp		RDBECOLITFC00166	PhoP 
RDBECOLITUC02558	rstAB	RDBECOLIOPC01711	rstAB	RDBECOLIGNC01210,RDBECOLIGNC03717	rstB;rstA;	RDBECOLIPMC02873	rstAp		RDBECOLITFC00166	PhoP 
RDBECOLITUC02559	slyB	RDBECOLIOPC03216	slyB	RDBECOLIGNC03734	slyB;	RDBECOLIPMC02874	slyBp1		RDBECOLITFC00166	PhoP 
RDBECOLITUC02560	slyB	RDBECOLIOPC03216	slyB	RDBECOLIGNC03734	slyB;	RDBECOLIPMC02875	slyBp2		RDBECOLITFC00166	PhoP 
RDBECOLITUC02561	rob	RDBECOLIOPC01363	rob	RDBECOLIGNC01333	rob;	RDBECOLIPMC02876	robp		RDBECOLITFC00051,RDBECOLITFC00201,RDBECOLITFC00074	Rob,SoxS,MarA 
RDBECOLITUC02562	nagA	RDBECOLIOPC03108	nagBACD	RDBECOLIGNC00624	nagA;	RDBECOLIPMC02877	nagAp		RDBECOLITFC00166	PhoP 
RDBECOLITUC02563	hemL	RDBECOLIOPC03054	hemL	RDBECOLIGNC00425	hemL;	RDBECOLIPMC02878	hemLp	sigma28	RDBECOLITFC00166,RDBECOLITFC00158	PhoP,PdhR 
RDBECOLITUC02564	pagP	RDBECOLIOPC00994	pagP	RDBECOLIGNC02068	pagP;	RDBECOLIPMC02879	pagPp		RDBECOLITFC00136,RDBECOLITFC00136,RDBECOLITFC00136,RDBECOLITFC00166	SlyA,SlyA,SlyA,PhoP 
RDBECOLITUC02565	ybjG	RDBECOLIOPC00200	ybjG	RDBECOLIGNC03308	ybjG;	RDBECOLIPMC02880	ybjGp		RDBECOLITFC00166	PhoP 
RDBECOLITUC02566	ompT	RDBECOLIOPC01647	envY-ompT	RDBECOLIGNC00665	ompT;	RDBECOLIPMC02881	ompTp		RDBECOLITFC00166	PhoP 
RDBECOLITUC02567	rpsT	RDBECOLIOPC02486	rpsT	RDBECOLIGNC00909	rpsT;	RDBECOLIPMC02882	rpsTp1		RDBECOLITFC00039	DksA 
RDBECOLITUC02568	rpsT	RDBECOLIOPC02486	rpsT	RDBECOLIGNC00909	rpsT;	RDBECOLIPMC02883	rpsTp2		RDBECOLITFC00039	DksA 
RDBECOLITUC02569	lsrACDBFG-tam	RDBECOLIOPC03306	lsrACDBFG-tam	RDBECOLIGNC03659,RDBECOLIGNC03658,RDBECOLIGNC03657,RDBECOLIGNC03656,RDBECOLIGNC03655,RDBECOLIGNC03654,RDBECOLIGNC03653	tam;lsrG;lsrF;lsrB;lsrD;lsrC;lsrA;	RDBECOLIPMC02884	lsrAp	sigma38	RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00165	CRP,CRP,LsrR 
RDBECOLITUC02570	mdtABCD-baeSR	RDBECOLIOPC02454	mdtABCD-baeSR	RDBECOLIGNC01564,RDBECOLIGNC01563,RDBECOLIGNC02032,RDBECOLIGNC03958,RDBECOLIGNC03957,RDBECOLIGNC03956	baeR;baeS;mdtD;mdtC;mdtB;mdtA;	RDBECOLIPMC02885	mdtAp	sigma38	RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00182	CpxR,CpxR,BaeR 
RDBECOLITUC02571	mglAC	RDBECOLIOPC03017	mglBAC	RDBECOLIGNC00586,RDBECOLIGNC00584	mglC;mglA;	RDBECOLIPMC02886	mglAp	sigma70	RDBECOLITFC00053	Fis 
